Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01701","Beans, dry","2021","2021","100 g/ha","11217","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01212","Cabbages","2010","2010","100 g/ha","205098","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01212","Cabbages","2011","2011","100 g/ha","208769","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01212","Cabbages","2012","2012","100 g/ha","225593","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01212","Cabbages","2013","2013","100 g/ha","226923","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01212","Cabbages","2014","2014","100 g/ha","227491","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01212","Cabbages","2015","2015","100 g/ha","223324","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01212","Cabbages","2016","2016","100 g/ha","210377","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01212","Cabbages","2017","2017","100 g/ha","158814","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01212","Cabbages","2018","2018","100 g/ha","212968","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01212","Cabbages","2019","2019","100 g/ha","217425","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01212","Cabbages","2020","2020","100 g/ha","214817","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01212","Cabbages","2021","2021","100 g/ha","224488","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01229","Cantaloupes and other melons","2010","2010","100 g/ha","134779","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01229","Cantaloupes and other melons","2011","2011","100 g/ha","145446","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01229","Cantaloupes and other melons","2012","2012","100 g/ha","160156","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01229","Cantaloupes and other melons","2013","2013","100 g/ha","162124","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01229","Cantaloupes and other melons","2014","2014","100 g/ha","162661","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01229","Cantaloupes and other melons","2015","2015","100 g/ha","186424","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01229","Cantaloupes and other melons","2016","2016","100 g/ha","171080","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01229","Cantaloupes and other melons","2017","2017","100 g/ha","157248","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01229","Cantaloupes and other melons","2018","2018","100 g/ha","173728","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01229","Cantaloupes and other melons","2019","2019","100 g/ha","141275","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01229","Cantaloupes and other melons","2020","2020","100 g/ha","168280","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01229","Cantaloupes and other melons","2021","2021","100 g/ha","174594","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01251","Carrots and turnips","2010","2010","100 g/ha","148745","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01251","Carrots and turnips","2011","2011","100 g/ha","158576","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01251","Carrots and turnips","2012","2012","100 g/ha","158717","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01251","Carrots and turnips","2013","2013","100 g/ha","159686","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01251","Carrots and turnips","2014","2014","100 g/ha","161172","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01251","Carrots and turnips","2015","2015","100 g/ha","172563","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01251","Carrots and turnips","2016","2016","100 g/ha","168286","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01251","Carrots and turnips","2017","2017","100 g/ha","166074","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01251","Carrots and turnips","2018","2018","100 g/ha","170399","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01251","Carrots and turnips","2019","2019","100 g/ha","163137","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01251","Carrots and turnips","2020","2020","100 g/ha","164769","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01251","Carrots and turnips","2021","2021","100 g/ha","194064","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01372","Cashew nuts, in shell","2010","2010","100 g/ha","2021","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01372","Cashew nuts, in shell","2011","2011","100 g/ha","1997","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01372","Cashew nuts, in shell","2012","2012","100 g/ha","2034","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01372","Cashew nuts, in shell","2013","2013","100 g/ha","2097","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01372","Cashew nuts, in shell","2014","2014","100 g/ha","2476","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01372","Cashew nuts, in shell","2015","2015","100 g/ha","2631","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01372","Cashew nuts, in shell","2016","2016","100 g/ha","2665","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01372","Cashew nuts, in shell","2017","2017","100 g/ha","2743","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01372","Cashew nuts, in shell","2018","2018","100 g/ha","2928","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01372","Cashew nuts, in shell","2019","2019","100 g/ha","3334","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01372","Cashew nuts, in shell","2020","2020","100 g/ha","3458","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01372","Cashew nuts, in shell","2021","2021","100 g/ha","3566","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01520.01","Cassava, fresh","2010","2010","100 g/ha","202174","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01520.01","Cassava, fresh","2011","2011","100 g/ha","202955","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01520.01","Cassava, fresh","2012","2012","100 g/ha","214018","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01520.01","Cassava, fresh","2013","2013","100 g/ha","224601","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01520.01","Cassava, fresh","2014","2014","100 g/ha","233548","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01520.01","Cassava, fresh","2015","2015","100 g/ha","229509","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01520.01","Cassava, fresh","2016","2016","100 g/ha","246257","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01520.01","Cassava, fresh","2017","2017","100 g/ha","246499","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01520.01","Cassava, fresh","2018","2018","100 g/ha","231135","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01520.01","Cassava, fresh","2019","2019","100 g/ha","230281","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01520.01","Cassava, fresh","2020","2020","100 g/ha","260714","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01520.01","Cassava, fresh","2021","2021","100 g/ha","266427","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01447","Castor oil seeds","2010","2010","100 g/ha","4474","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01447","Castor oil seeds","2011","2011","100 g/ha","2614","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01447","Castor oil seeds","2012","2012","100 g/ha","3333","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01447","Castor oil seeds","2013","2013","100 g/ha","3256","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01447","Castor oil seeds","2014","2014","100 g/ha","4063","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01447","Castor oil seeds","2015","2015","100 g/ha","4688","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01447","Castor oil seeds","2016","2016","100 g/ha","3925","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01447","Castor oil seeds","2017","2017","100 g/ha","4214","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01447","Castor oil seeds","2018","2018","100 g/ha","4262","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01447","Castor oil seeds","2019","2019","100 g/ha","4129","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01447","Castor oil seeds","2020","2020","100 g/ha","4201","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01447","Castor oil seeds","2021","2021","100 g/ha","4197","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01213","Cauliflowers and broccoli","2010","2010","100 g/ha","115954","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01213","Cauliflowers and broccoli","2011","2011","100 g/ha","120211","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01213","Cauliflowers and broccoli","2012","2012","100 g/ha","115351","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01213","Cauliflowers and broccoli","2013","2013","100 g/ha","121790","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01213","Cauliflowers and broccoli","2014","2014","100 g/ha","120772","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01213","Cauliflowers and broccoli","2015","2015","100 g/ha","105751","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01213","Cauliflowers and broccoli","2016","2016","100 g/ha","119142","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01213","Cauliflowers and broccoli","2017","2017","100 g/ha","113524","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01213","Cauliflowers and broccoli","2018","2018","100 g/ha","121390","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01213","Cauliflowers and broccoli","2019","2019","100 g/ha","126803","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01213","Cauliflowers and broccoli","2020","2020","100 g/ha","130279","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01213","Cauliflowers and broccoli","2021","2021","100 g/ha","134258","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2010","2010","100 g/ha","58339","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2011","2011","100 g/ha","67240","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2012","2012","100 g/ha","71858","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2013","2013","100 g/ha","69463","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2014","2014","100 g/ha","71310","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2015","2015","100 g/ha","74888","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","100 g/ha","75382","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","100 g/ha","76075","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","100 g/ha","81914","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","100 g/ha","86179","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","100 g/ha","88083","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","100 g/ha","85331","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2010","2010","100 g/ha","8872","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2011","2011","100 g/ha","8844","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2012","2012","100 g/ha","8802","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2013","2013","100 g/ha","8720","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2014","2014","100 g/ha","8340","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2015","2015","100 g/ha","8690","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2016","2016","100 g/ha","8156","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2017","2017","100 g/ha","7737","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2018","2018","100 g/ha","8461","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2019","2019","100 g/ha","8240","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2020","2020","100 g/ha","5521","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2021","2021","100 g/ha","6422","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01656","Cloves (whole stems), raw","2010","2010","100 g/ha","3065","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01656","Cloves (whole stems), raw","2011","2011","100 g/ha","2184","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01656","Cloves (whole stems), raw","2012","2012","100 g/ha","2023","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01656","Cloves (whole stems), raw","2013","2013","100 g/ha","2186","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01656","Cloves (whole stems), raw","2014","2014","100 g/ha","2417","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01656","Cloves (whole stems), raw","2015","2015","100 g/ha","2607","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01656","Cloves (whole stems), raw","2016","2016","100 g/ha","2562","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01656","Cloves (whole stems), raw","2017","2017","100 g/ha","2023","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01656","Cloves (whole stems), raw","2018","2018","100 g/ha","2302","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01656","Cloves (whole stems), raw","2019","2019","100 g/ha","2453","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01656","Cloves (whole stems), raw","2020","2020","100 g/ha","2535","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01656","Cloves (whole stems), raw","2021","2021","100 g/ha","2399","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01640","Cocoa beans","2010","2010","100 g/ha","5114","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01640","Cocoa beans","2011","2011","100 g/ha","4111","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01640","Cocoa beans","2012","2012","100 g/ha","3996","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01640","Cocoa beans","2013","2013","100 g/ha","4142","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01640","Cocoa beans","2014","2014","100 g/ha","4217","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01640","Cocoa beans","2015","2015","100 g/ha","3471","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01640","Cocoa beans","2016","2016","100 g/ha","3861","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01640","Cocoa beans","2017","2017","100 g/ha","3562","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01640","Cocoa beans","2018","2018","100 g/ha","4763","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01640","Cocoa beans","2019","2019","100 g/ha","4707","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01640","Cocoa beans","2020","2020","100 g/ha","4776","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01640","Cocoa beans","2021","2021","100 g/ha","4862","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01460","Coconuts, in shell","2010","2010","100 g/ha","60403","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01460","Coconuts, in shell","2011","2011","100 g/ha","58725","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01460","Coconuts, in shell","2012","2012","100 g/ha","64667","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01460","Coconuts, in shell","2013","2013","100 g/ha","60596","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01460","Coconuts, in shell","2014","2014","100 g/ha","60496","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01460","Coconuts, in shell","2015","2015","100 g/ha","57756","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01460","Coconuts, in shell","2016","2016","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01460","Coconuts, in shell","2017","2017","100 g/ha","60351","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5419","Yield","01460","Coconuts, in shell","2018","2018","100 g/ha","61071","E","Estimated value",""
